        c12         c13         c14 
  1.8010006   2.4480000   3.1599998 
  1.6329994   2.4039993   3.0340004 
  1.6910000   2.3329983   2.9399986 
  2.2379990   3.0719986   3.7910004 
  1.9899998   2.4570007   3.1599998 
  1.7649994   2.5309982   3.2189999 
  1.8670006   2.7660007   3.1830006 
  1.8729992   2.4499989   3.1509991 
  1.5979996   1.9860001   2.6630001 
  2.0149994   2.6809998   3.2840004 
  1.7439995   2.3249989   2.9639988 
  1.7110004   2.2760010   2.8560009 
  2.1520004   2.7889996   3.4290009 
  1.5909996   2.1730003   2.6860008 
  1.6639996   2.2419987   3.0109997 
  1.7199993   2.4239998   2.9489994 
  1.5429993   2.0930004   2.8179989 
  1.8220005   2.3740005   3.0740013 
  2.1280003   2.6849995   3.7859993 
  1.9209995   2.8330002   3.4169998 
  1.7150002   2.2509995   2.8409996 
  1.8509998   2.5599995   3.2059994 
  1.8409996   2.4469986   3.1519985 
  1.9069996   2.5790005   3.2010002 
  1.6870003   2.4740009   2.8640003 
  1.7549992   2.4699993   2.9989986 
  1.9909992   2.4290009   3.0030003 
  1.8390007   2.3910007   2.9860001 
  2.0380001   2.9449997   3.6419983 
  1.7880001   2.4880009   3.1510010 
  2.1320000   2.5860004   3.5109997 
  1.8199997   2.3269997   2.9449997 
  1.7579994   2.0620003   2.8590012 
  0.6320000   0.7509995   0.8330002 
  1.6730003   2.1700001   2.9200001 
  1.6299992   2.1490002   2.8029995 
  1.6990013   2.4410000   2.9460011 
  1.8380013   2.6660004   3.4940014 
  1.4870014   1.9450016   2.5680008 
  1.4760017   2.1000004   2.8630009 
  1.5530014   1.9820004   2.4910011 
  1.7839985   2.5169983   3.2029991 
  2.2880001   2.9220009   3.5740013 
  1.5699997   2.6380005   3.0480003 
  1.8689995   2.5370007   3.1250000 
  1.6499996   2.3750000   2.8969994 
  0.2940006   1.3299999   1.9070015 
  1.7639999   2.3930016   3.1310005 
  1.6359997   1.8800011   2.8040009 
  1.9160004   2.5750008   3.1200008 
  1.6479988   2.2119999   2.6749992 
  1.6499996   2.1350002   2.6280003 
  2.2910004   3.0710011   3.5839996 
  1.8990002   2.2800007   2.9700012 
  1.7180004   2.4460011   2.9360008 
  1.7740002   2.2880001   3.0640011 
  1.7829990   2.3289986   3.0319996 
  1.8750000   2.5900002   3.1700001 
  1.7570000   2.3659992   3.0139999 
  1.6409988   2.1250000   2.6789989 
  1.9880009   2.7200012   3.4260006 
  2.2199993   2.9160004   3.4589996 
  2.4619999   3.3490009   4.0220013 
  1.7300014   2.5699997   3.2089996 
  1.8350010   2.3719997   2.9519997 
  2.4080009   3.0550003   3.6280003 
  2.0699997   2.8770008   3.5109997 
  1.2859993   1.4969997   2.2059994 
  2.0209999   2.4270000   3.2980003 
  1.8470001   2.5310001   3.2969990 
  2.0660000   2.6930008   3.3490009 
  1.7250004   2.4639988   3.0329990 
  1.4890003   2.2760010   2.5970001 
  1.6660004   2.2760010   2.7880001 
  1.6289997   1.9519997   2.5790005 
  1.7630005   2.2649994   2.9309998 
  0.3610001   0.3910007   0.6840000 
  1.6879997   2.1969986   2.9489994 
  1.7309990   2.2010002   2.8230000 
  1.6009998   2.0170002   2.8330002 
  1.1359997   1.7740002   2.1809998 
  2.0419998   2.6239986   3.2799988 
  1.9809990   2.5590000   3.3059998 
  1.4549999   1.9060001   2.4510002 
  1.6800003   2.2719994   2.9440002 
  1.2460003   1.7539997   2.4539986 
  2.2649994   2.9720001   3.7659988 
  1.9510002   2.5699997   3.0380001 
  1.7959995   2.3249989   3.0699997 
  1.9810009   2.5060005   3.2390003 
  1.5699997   1.8380013   2.5520000 
  1.7500000   2.0890007   2.6849995 
  2.4129982   3.0499992   3.8489990 
  1.8209991   2.5189991   3.0930004 
  1.6070004   2.2959995   2.8419991 
  1.5610008   2.2509995   2.7639999 
  1.7740002   2.3619995   3.0010014 
  1.9340000   2.2110004   3.0419998 
  1.8770008   2.4120007   3.3950005 
  1.7360001   2.2769985   2.9189987 
  1.9610004   2.4200001   2.9360008 
  1.9919987   2.7169991   3.1809998 
  1.6709995   2.4960003   3.0299988 
  1.7150002   2.5739994   2.9120007 
  1.6510010   2.2450008   2.9020004 
  1.7689991   2.7639999   3.2950001 
  1.8079987   2.5139999   3.1059990 
  1.8450012   2.4020004   3.0130005 
  1.5200005   2.1410007   2.6400013 
  1.9080009   2.5830002   3.2570000 
  1.3029995   1.5909996   2.2649994 
  1.5970001   2.3759995   2.7980003 
  2.0910015   2.7990017   3.5320015 
  1.7660007   2.4530010   3.3050003 
  1.9340000   2.3999996   3.1849995 
  2.0570011   3.0279999   3.5640011 
  1.4069996   1.6919994   2.3400002 
  2.3699989   3.0219994   3.8029995 
  1.8959999   2.5510006   3.2040005 
  1.3069992   1.7619991   2.2089996 
  1.6490002   2.2550011   2.8260002 
  1.6070004   2.1240005   2.8169994 
  1.0760002   1.5720005   2.0529995 
  1.8410015   2.4020004   3.0710011 
  1.7420006   2.2740002   2.9190006 
  1.9580002   2.4710007   3.3440018 
  2.0830002   2.7660007   3.6000004 
  1.4630013   1.8050003   2.4410000 
  1.9060001   2.7460003   3.4169998 
  1.9619999   2.5799999   3.1910000 
  1.6999989   2.2409992   2.9179993 
  1.2500000   1.7679996   2.2849998 
  1.7899990   2.4069996   3.0669994 
  1.8209991   2.3189983   3.0219994 
  1.8269997   2.7399998   3.2679996 
  1.7269993   2.5119991   2.9860001 
  1.9769993   2.6840000   3.3299999 
  2.0030003   2.8099995   3.4109993 
  1.6809998   2.1100006   2.8610001 
  2.1760006   2.6320000   3.1779995 
  2.1040001   2.7720013   3.5390015 
  1.9230003   2.3729992   3.0760002 
  0.4559994   0.5020008   0.5869999 
  1.5510006   2.1070004   2.7210007 
  1.8160000   2.2789993   3.0000000 
  1.9359989   1.9480000   3.2269993 
  2.0089989   2.6269989   3.2729988 
  4.5559998   2.5000000   3.0209999 
  1.5730000   2.0270004   2.5950012 
  2.0890007   2.4460011   3.4650002 
  1.8730011   2.5150013   3.2600002 
  1.9619999   3.0850010   4.1340008 
  1.8439999   2.5699997   2.9090004 
  0.7530003   1.3529987   1.4389992 
  2.0569992   2.6140003   3.3669987 
  1.6189995   2.1719990   2.7489986 
  2.0179996   2.6379986   3.2849998 
  2.1009998   2.9209995   3.3069992 
  2.3220005   3.0369987   3.6830006 
  1.6949997   2.2840004   2.7479992 
  2.0760002   2.9039993   3.5340004 
  1.9239998   2.7360001   3.3339996 
  1.8409996   2.6840000   3.0859985 
  1.3310013   1.7790012   2.3940010 
  1.6790009   1.8040009   2.6910000 
  1.5920010   2.2189999   2.7830009 
  1.8870010   2.1620007   2.7329998 
  1.5799999   2.0389996   2.6830006 
  2.0559998   2.7299995   3.3669987 
  1.7310009   2.3560009   2.9850006 
  1.9950008   2.7189999   3.4489994 
  1.5980015   2.2310009   2.7900009 
  1.6299992   2.3999996   3.0000000 
  1.5779991   2.1630001   2.8649998 
  2.0310001   2.6149998   3.5489998 
  1.8750000   2.4489994   3.0389996 
  2.3870010   3.1210003   3.7870007 
  1.9200001   2.5459995   3.2609997 
  1.7449989   2.0520000   3.0249996 
  1.2230015   1.8530006   2.3500004 
  1.8630009   2.6060009   3.2180004 
  1.7849998   2.5139999   3.0020008 
  1.8660011   2.6700001   3.3059998 
  1.7630005   2.2760010   2.9660015 
  2.1399994   2.9559994   3.6059990 
  1.4110012   2.0850010   2.6560001 
  1.8490009   2.3870010   3.0850010 
  1.3080006   2.0049992   2.5439987 
  1.8839989   2.6759987   3.3649998 
  1.7870007   2.3560009   2.9680004 
  1.5969982   2.1919994   2.7039986 
  1.4739990   2.1879997   2.3739986 
  1.9820004   2.7339993   3.3470001 
  1.6840000   2.4770012   3.0060005 
  1.4249992   2.0200005   2.5450001 
  1.7910004   2.2480011   2.9200001 
  2.1730003   2.9319992   3.7119999 
  1.8809986   2.4729996   3.3619995 
  1.4820004   2.3250008   2.6080017 
  1.3850002   1.7420006   2.3310013 
  0.7229996   0.9890003   1.3110008 
  1.8710003   2.5300007   3.1340008 
  2.1830006   2.7199993   3.5049992 
  1.7360001   2.4610004   3.0190010 
  1.7300014   2.2820015   2.8830013 
  1.8540001   2.4769993   3.1700001 
  1.8880005   2.3619995   2.9880009 
  1.9750004   2.5249996   3.2779999 
  1.6059990   2.2089996   2.6649990 
  1.6759987   2.1240005   2.7570000 
  1.5609989   2.2129993   2.7529984 
  1.6870003   2.5179996   2.9150009 
  1.6499996   2.2659988   2.8259983 
  1.9160004   2.5510006   2.9940014 
  0.4559994   0.3949986   0.5929985 
  1.5779991   1.9860001   2.6119995 
  1.2370014   2.1350002   2.6009998 
  1.9039993   2.7319984   3.2869987 
  2.0000000   2.6049995   3.3239994 
  2.0590000   2.6880016   3.3260002 
  1.7799988   2.4400005   3.0310001 
  1.6350002   2.2340012   2.8710003 
  1.6999989   2.2530003   2.8640003 
  1.8379993   2.3810005   3.0160007 
  1.7709999   2.4659996   3.0609989 
  2.1919994   3.0459995   3.8190002 
  1.8310013   2.3170013   2.9300003 
  1.8880005   2.8470001   3.2989998 
  1.5330009   1.8830013   2.6120014 
  1.9360008   2.6210003   3.2159996 
  1.7480011   2.3600006   2.8830013 
  2.0060005   2.7570000   3.4940014 
  1.6189995   2.0930004   2.7280006 
  1.6059990   2.2299995   2.7140007 
  1.8990002   2.4969997   3.1500015 
  1.8770008   2.6780014   3.2520008 
  1.8039989   2.3969994   3.1389999 
  1.9330006   2.5020008   3.4180012 
  1.8319988   2.4419994   2.9799995 
  0.6279984   0.9569988   1.4299984 
  1.7719994   2.4099998   3.0789986 
  1.7099991   2.2460003   2.9709988 
  2.0230007   2.3040009   3.1690006 
  1.7600002   2.2849998   3.1040001 
  1.6980000   2.3150005   3.0000000 
  1.7329998   2.3909988   2.9739990 
  1.9139996   2.5609989   3.2779999 
  1.6110001   2.2580013   2.7040005 
  1.5229988   2.1760006   2.7209988 
  1.7490005   2.3400002   3.1680012 
  1.7449989   2.2870007   2.7089996 
  1.6070004   2.0590000   2.5719986 
  1.6370010   2.2480011   2.9270000 
  1.4500008   2.0430012   2.6470013 
  2.2570000   3.0489998   3.8090000 
  1.8619995   2.2180004   2.9250011 
  1.6369991   2.3339996   2.9639988 
  1.7679996   2.4659996   3.1849995 
  1.9750004   2.5650005   3.2210007 
  1.6420002   2.1180000   2.7840004 
  1.6930008   2.3850002   3.0440006 
  1.7830009   2.4260006   2.9390011 
  1.8649998   2.4910011   3.0799999 
  2.2389984   3.0399990   4.0389996 
  1.5249996   2.0360012   2.6540012 
  1.6140003   2.2340012   2.8689995 
  1.9279995   2.9020004   3.3560009 
  1.9080009   2.5070000   3.2740002 
  1.3820000   1.6019993   2.4370003 
  1.7730007   2.2719994   2.8929996 
  1.6739998   2.3599987   3.1059990 
  1.8580017   2.4850006   3.0220013 
  1.9099998   2.5700016   3.2520008 
  1.6399994   2.2139988   2.7969990 
  1.1499996   1.7889996   2.3540001 
  2.1180000   2.6490002   3.3150005 
  1.6690006   2.0300007   2.8570004 
  1.6679993   2.1800003   2.9549999 
  1.8770008   2.4010010   3.2110004 
  1.6700001   2.1789989   2.9009991 
  2.7030010   3.4960003   4.2510014 
  1.5639992   2.2649994   2.8619995 
  1.6650009   2.3540001   2.8080006 
  1.8199997   2.3799992   3.1089993 
  1.8050003   2.2309990   3.0189991 
  1.8699989   2.5799999   3.2539997 
  0.5450001   0.8829994   1.0450001 
  2.0060005   2.7679996   3.4309998 
  1.6700001   2.2779999   2.9270000 
  1.9480000   2.6320000   3.3669987 
  1.9299984   2.6180000   3.1579990 
  1.8850002   2.3969994   3.2559986 
  1.6770000   2.5510006   3.0820007 
  1.4619999   2.1149998   2.6069984 
  1.5480003   2.1420002   2.6490002 
  1.7299995   2.4489994   2.9809990 
  1.7590008   2.1289997   2.7200012 
  1.5690002   2.0639992   2.5839996 
  1.2849998   1.8470001   2.2060013 
  1.4060001   1.9060001   2.6199989 
  1.6520004   2.3549995   2.9629993 
  1.9419994   2.4869995   3.2049999 
  2.0279999   2.6710014   3.2860012 
  1.4379997   2.0009995   2.5930004 
  1.8909988   2.4219990   3.2189999 
  1.9080009   2.6140003   3.1710014 
  2.1040001   2.9050007   3.6429996 
  1.5450001   2.2539997   3.0550003 
  1.9810009   2.5869999   3.3509998 
  1.3659992   1.9669991   2.3230000 
  2.4489994   3.1560001   4.1389999 
  1.7910004   2.3430004   2.9809990 
  1.8239994   2.2059994   3.0510006 
  1.8009987   2.4249992   3.0939999 
  2.1529999   2.8610001   3.5060005 
  1.6599998   2.1040001   3.0290012 
  1.6539993   2.3589993   3.0259991 
  1.8150005   2.5419998   3.1580009 
  1.9470005   2.5679989   3.3869991 
  1.1049995   1.4519997   1.9400005 
  1.9139996   2.3769989   3.3179989 
  1.5039997   1.9619999   2.4509983 
  1.7369995   2.4429989   2.9050007 
  1.7940006   2.4300003   3.1500015 
  1.6969986   2.3429985   2.9510002 
  1.3419991   1.7719994   2.3260002 
  1.9060001   2.8929996   3.2229996 
  1.5650005   1.8150005   2.2889996 
  1.5639992   2.2069988   2.8359985 
  1.6649990   2.4820004   2.8680000 
  1.8700008   2.7910004   3.5270004 
  1.8900013   2.6540012   3.1300011 
  1.8599987   2.3139992   2.9709988 
  1.7200012   2.3310013   2.9510002 
  1.6050014   2.0780010   2.5990009 
  1.9209995   2.5090008   3.1770000 
  1.7720013   2.7000008   3.2420006 
  1.8500004   2.4379997   3.1309986 
  1.6639996   2.4049988   3.1919994 
  1.9410000   2.5849991   3.4639988 
  1.7649994   2.3899994   3.0730000 
  1.7310009   2.3940010   2.8910007 
  1.7029991   2.0599995   2.8759995 
  1.4319992   2.8789997   3.3449993 
  2.1799984   2.9379997   3.6989994 
  1.8129997   2.4020004   2.9860001 
  1.7670002   2.0300007   2.6320000 
  1.6980000   2.3430004   2.9740009 
  1.8489990   2.4469986   3.0119991 
  1.8619995   2.6700001   3.3190002 
  1.8920002   2.6280003   3.5070000 
  1.6709995   2.3590012   3.1580009 
  1.6499996   2.2519989   2.7549992 
  1.7060013   2.0530014   2.7560005 
  1.8080006   2.4150009   3.0599995 
  1.8840008   2.5740013   3.3100014 
  1.7170010   2.1949997   2.9020004 
  1.7509995   2.3260002   3.0160007 
  1.9180012   2.3270016   3.1580009 
  1.7450008   2.3789997   2.9880009 
  1.7720013   2.2830009   2.8950005 
  1.5259991   2.0629997   2.4799995 
  1.5990009   2.2140007   2.7229996 
  1.9769993   2.5540009   3.1210003 
  1.7540016   2.3090000   3.0170002 
  1.9120007   2.3059998   3.0559998 
  1.7929993   2.4720001   2.9629993 
  1.8059998   2.4820004   2.9960003 
  1.7300014   2.5150013   2.9589996 
  1.6590004   1.9489994   2.5300007 
  1.8390007   2.6259995   3.3460007 
  0.2220001  -0.4869995   0.1079998 
  1.7460003   1.9689999   2.7229996 
  1.8780003   2.6350002   3.3430004 
  1.6949997   2.2919998   2.8540001 
  1.6650009   2.4590015   3.1500015 
  1.7370014   2.2280006   2.8820000 
  1.7720013   2.2749996   2.9519997 
  1.9099998   2.6340008   3.2049999 
  1.9329987   2.5970001   3.2250004 
  1.7679996   2.1739998   2.9220009 
  1.3350010   1.8299999   2.3969994 
  2.0009995   2.7129993   3.4400005 
  1.9219990   2.6910000   3.2910004 
  1.6429996   2.1219997   2.6560001 
  2.0450001   2.7590008   3.4640007 
  1.5590000   1.9249992   2.7169991 
  1.4969997   1.9589996   2.5380001 
  1.5300007   2.0950012   2.7580013 
  1.8570004   2.5090008   3.0250015 
  1.9509983   2.6569996   3.3169994 
  1.8050003   2.4139996   2.8869991 
  1.9390011   2.9160004   3.4700012 
  1.8980007   2.5790005   3.4659996 
  1.8600006   2.4090004   3.0300007 
  1.5050011   2.2670002   2.7919998 
  2.1200008   2.9710007   3.5559998 
  1.8770008   2.4390011   3.0980015 
  1.9589996   2.7059994   3.3220005 
  1.9429989   2.5249996   3.2369995 
  1.7530003   2.5019989   3.1389999 
  1.7849998   2.3359985   2.9949989 
  2.2329998   2.7829990   3.3589993 
  1.7040005   2.2530003   2.8350010 
  1.7829990   2.4809990   3.0839996 
  1.8330002   2.4630013   3.0249996 
  1.5259991   2.0070000   2.5549984 
  1.5860004   2.1490002   2.8290005 
  1.8689995   2.6209984   3.1729984 
  1.9569988   2.7279987   3.2439995 
  1.8750000   2.5129986   3.3249989 
  1.6180000   2.1820011   2.7950001 
  1.7060013   2.3990002   2.8080006 
  1.6829987   2.2500000   2.9349995 
  1.0740013   1.7989998   2.3490009 
  1.9159985   2.7189999   3.3619995 
  1.7800007   2.1930008   2.8889999 
  1.7680016   2.4190006   3.1130009 
  1.7579994   2.3660011   2.8950005 
  2.1540012   2.8670006   3.5440006 
  1.8319988   2.4089985   3.0389996 
  1.5699997   2.0709991   2.8109989 
  2.0770016   2.8959999   3.6150017 
  1.5489998   2.2229996   2.7919998 
  1.9610004   2.6359997   3.1889992 
  1.8880005   2.3299999   3.1830006 
  1.7119999   2.2469997   2.8129997 
  2.2700005   3.0610008   3.8299999 
  1.1880016   1.5090008   2.1130009 
  1.7650013   2.2050018   2.9510002 
  1.9850006   2.7439995   3.2390003 
  1.9799995   2.5060005   3.1770000 
  1.7599983   2.5029984   3.0289993 
  1.8020000   2.5000000   2.9500008 
  1.6420002   2.0570011   2.7229996 
  1.8969994   2.6170006   3.2110004 
  1.8829994   2.3979988   3.0489998 
  1.7010002   2.2859993   2.8500004 
  1.5730000   1.8050003   2.9200001 
  2.0960007   3.1840000   3.5799999 
  2.4940014   3.3660011   4.1980000 
  1.8090000   2.3520012   2.8780003 
  1.4190006   1.8130016   2.0640011 
  1.7900009   2.2169991   2.9370003 
  1.8760014   2.5240002   3.1480007 
  1.5180016   2.0139999   2.6800003 
  1.7740002   2.4829998   3.0670013 
  2.1000004   2.8330002   3.6250000 
  1.6900005   2.1870003   2.9039993 
  1.9279995   2.5970001   3.1590004 
  1.8160019   2.6150017   2.9530010 
  1.6680012   2.3180008   2.9810009 
  1.8359985   2.5199986   3.1919994 
  1.7280006   2.2439995   2.7579994 
  1.3390007   1.6720009   2.2439995 
  1.5520000   2.1940002   2.7600002 
  1.7420006   2.3030014   2.8530006 
  1.8879986   2.6980000   3.4519997 
  1.4860001   1.8640003   2.5739994 
  1.8730011   2.3380013   2.9619999 
  1.7090015   2.0600014   2.7390003 
  1.8830013   2.4000015   3.0060005 
  1.9829998   2.9969997   3.4179993 
  1.8130016   2.4260006   3.0110016 
  1.9890003   2.4729996   3.1709995 
  1.7039986   2.3610001   2.9609985 
  1.7840004   2.3670006   3.0869999 
  1.9050007   2.6940002   3.2970009 
  2.1389999   2.9619999   3.3379993 
  1.7389984   2.2349987   3.0089989 
  1.7510014   2.2900009   2.7790012 
  2.0049992   2.6299992   3.2349987 
  1.4569988   2.1159992   2.7249985 
  1.7999992   2.3420010   3.0580006 
  2.0970001   2.7339993   3.6130009 
  1.4659996   2.0639992   2.6289997 
  1.8730011   2.5139999   3.0650005 
  1.7659988   2.1669998   2.8339996 
  1.8150005   2.5860004   3.1750011 
  1.5620003   2.2659988   2.7339993 
  1.6889992   2.3400002   2.9050007 
  1.2970009   1.9570007   2.3670006 
  1.9400005   2.6119995   3.3239994 
  1.8460007   2.6199989   3.2059994 
  1.4300003   1.7150002   2.1840000 
  1.8429985   3.1009998   3.2879982 
  1.8120003   2.4150009   2.9820004 
  1.8599987   2.6209984   3.4969997 
  2.0410004   2.6949997   3.2980003 
  1.7740002   2.2029991   2.8939991 
  1.9649982   2.5009995   3.3339996 
  1.6060009   2.3099995   2.8309994 
  1.6119995   2.2299995   2.6609993 
  1.9359989   2.5289993   3.2169991 
  1.7700005   2.1269989   2.7770004 
  1.6779995   2.2180004   2.8369999 
  1.8349991   2.3079987   2.7759991 
  1.7849998   2.5740013   3.1350002 
  1.4349995   1.9399986   2.5089989 
  1.5410004   2.1520004   2.6240005 
  1.2700005   1.5440006   2.0160007 
  1.5439987   2.2549992   3.0769997 
  1.6180000   2.3740005   2.8789997 
  1.8920002   2.1720009   3.1040001 
  2.0289993   2.5799999   3.4200001 
  1.8330002   2.3000011   3.0090008 
  1.6049995   2.4340000   2.3600006 
  1.8249989   2.5429993   3.2880001 
  1.9830017   2.5450001   3.2440014 
  1.7520008   2.3740005   3.0380001 
  1.2810001   1.7999992   2.1879997 
  2.1280003   2.8700008   3.6090012 
  1.9530010   2.6070004   3.1850014 
  1.5179996   2.0469990   2.4949989 
  1.8160000   2.1030006   3.1400013 
  1.6889992   2.2469997   2.8789997 
  0.1980000   0.1819992   0.3110008 
  1.6120014   2.3230000   2.8130016 
  2.2950001   2.9429989   3.6840000 
  1.8939991   2.4949989   3.0989990 
  2.0060005   2.6620007   3.2660007 
  1.7980003   2.4880009   3.2679996 
  1.6000004   2.1929989   2.4610004 
  1.4919987   1.9329987   2.6539993 
  2.1439991   2.7579994   3.6259995 
  1.9109993   2.5550003   3.1720009 
  1.9069996   2.8289986   3.5359993 
  1.5480003   2.1100006   2.8840008 
  1.5060005   1.8940010   2.5370007 
  2.2449989   3.0550003   3.7829990 
  2.0359993   2.5590000   3.2810001 
  1.7830009   2.0790005   2.8780003 
  0.3029995   0.5070000   0.7759991 
  1.8369999   2.3859997   3.0909996 
  1.6579990   2.0959988   2.7500000 
  1.8070011   2.4330006   3.1000004 
  1.9519997   2.6829987   3.2849998 
  1.9200001   3.1199989   3.6359997 
  1.7639999   2.2380009   2.7600002 
  1.8309994   2.5430012   3.1620007 
  2.0380001   2.5690002   3.3250008 
  0.9319992   1.5219994   1.7180004 
  1.5300007   2.1260014   2.6730003 
  1.7910004   2.2740002   2.9890003 
  0.6159992   1.1369991   2.0959988 
  1.8400002   2.5390015   3.1300011 
  1.6940002   2.2040005   2.8770008 
  1.5120010   2.0209999   2.6100006 
  1.7189999   2.2159996   2.9839993 
  1.9349995   2.5150013   3.1210003 
  1.8990002   2.4920006   3.0359993 
  1.6879997   2.1239986   2.7209988 
  1.4889984   2.0339985   2.6659985 
  1.9239998   2.5930004   3.2040005 
  2.2570000   3.4529991   4.2849998 
  2.0429993   2.6809998   3.3470001 
  2.0470009   2.5939999   3.3689995 
  1.7929993   2.3419991   3.0329990 
  1.9270000   2.5640011   3.3360004 
  1.6269989   2.0289993   2.7770004 
  2.3199997   3.1789989   3.7629986 
  1.6199989   2.3829994   2.7789993 
  1.9270000   2.6000004   3.1310005 
  1.8270016   2.2170010   2.9700012 
  1.7239990   2.1539993   2.8579998 
  2.0809994   2.6569996   3.3789997 
  1.7320004   2.2490005   2.9180012 
  2.3740005   3.0100002   3.9009991 
  2.1869984   2.8419991   3.5769997 
  1.6180000   2.3120003   2.9139996 
  1.8689995   2.4689999   3.1250000 
  1.7959995   2.5529995   3.2089996 
  1.6989994   2.1809998   2.8839989 
  3.1280003   1.5989990   2.5170002 
  1.8420010   2.4570007   3.1580009 
  1.4710007   2.1130009   2.5970001 
  1.7420006   2.5039997   3.1889992 
  1.9580002   2.4369984   3.1110001 
  1.7059994   2.3279991   2.9609985 
  1.8169994   2.3540001   3.1550007 
  1.9470005   2.5640011   3.1040001 
  1.8110008   2.3330002   3.0130005 
  2.1280003   2.7819996   3.5319996 
  1.6930008   2.1639996   2.8770008 
  1.9670010   2.8700008   3.4810009 
  2.1140003   2.8820000   3.5590000 
  1.8999996   2.3820000   3.1030006 
  1.7080002   2.4480000   2.9510002 
  2.0389996   2.5259991   3.3069992 
  1.8160000   2.2630005   2.8379993 
  2.1100006   2.9069996   3.6089993 
  1.8299999   2.3899994   3.1420002 
  1.9419994   2.6149998   3.1590004 
  1.7530003   2.4470005   2.9470005 
  1.6939983   2.1779995   2.6519985 
  1.6989994   2.4139996   3.0849991 
  1.7760010   2.2049999   2.7720013 
  1.9619999   2.5459995   3.0209999 
  1.9659996   2.6119995   3.1300011 
  1.5750008   1.9780006   2.6080017 
  1.8090000   2.5510006   3.0699997 
  1.8380013   2.2180004   3.0380001 
  1.7070007   2.3260002   2.9920006 
  2.0200005   2.7579994   3.3910007 
  1.3910007   1.9250011   2.5010014 
  1.7980003   2.5660000   3.1289997 
  1.8149986   2.3409996   3.0089989 
  1.7689991   2.3500004   2.9060001 
  1.6730003   2.3320007   2.9810009 
  1.7100010   2.4810009   3.2040005 
  1.8340015   2.6810017   3.2160015 
  1.9459991   2.5170002   3.2800007 
  1.9180012   2.4470005   3.3110008 
  1.7680016   1.8920002   2.7010002 
  1.5450001   2.2560005   2.6580009 
  1.9820004   3.0240002   3.7360001 
  1.8849983   2.5029984   3.0779991 
  1.7690010   2.3269997   2.9899998 
  1.8290005   2.5149994   3.1159992 
  2.1650009   2.8789997   3.5590000 
  1.5989990   2.1569996   2.7450008 
  1.8540001   2.4370003   3.1940002 
  1.7860012   2.5610008   3.2059994 
  1.8330002   2.2430000   3.1669998 
  1.5209999   2.1800003   2.6700001 
  1.8139992   2.3599987   2.9839993 
  1.8659992   2.5079994   3.0229988 
  1.7089996   2.2919998   2.8699989 
  1.7349987   2.3119984   2.7779999 
  1.9649982   2.7689991   3.9759998 
  1.5989990   2.1239986   2.6700001 
  1.0960007   1.4810009   1.7520008 
  1.5690002   2.0580006   2.7530003 
  1.6159992   2.7229996   3.2679996 
  1.4109993   2.0979996   2.4009991 
  1.9459991   2.5380001   3.4559994 
  1.8649998   2.4389992   3.0739994 
  1.9449997   2.4939995   3.2109985 
  2.0179996   2.6449986   3.2259998 
  1.7430000   2.2180004   2.9200001 
  1.6860008   2.3290005   2.9700012 
  0.5690002   0.6270008   0.6570015 
  2.1569996   2.7670002   3.4780006 
  1.8980007   2.3990002   3.0470009 
  1.8169994   2.3360004   2.8570004 
  2.0320015   2.7260017   3.3110008 
  1.6380005   2.2780018   2.9600010 
  1.8100014   2.4040012   2.9940014 
  1.7000008   2.3680000   2.8380013 
  1.8809986   2.4219990   2.9799995 
  1.5470009   2.1300011   2.8460007 
  1.9420013   2.4730015   3.1600018 
  1.6660004   2.2340012   2.7299995 
  1.8390007   2.4720001   3.2530003 
  1.6860008   2.0960007   2.7750015 
  1.8680000   2.4640007   3.2390003 
  1.9829998   2.4020004   3.1280003 
  1.5889988   2.0319996   2.6989994 
  1.7350006   2.2450008   2.9650002 
  1.7519989   2.4619999   3.1499996 
  1.4259987   1.8659992   2.2899990 
  1.7320004   2.1539993   2.8290005 
  1.4980011   2.0009995   2.5970001 
  1.7940006   2.3810005   3.0459995 
  1.6690006   2.4220009   2.9670010 
  1.7409992   2.3649998   2.9510002 
  1.6099987   2.1830006   2.7579994 
  1.7709999   2.4829998   2.9090004 
  1.8820000   2.5349998   3.2010002 
  1.8689995   2.5319996   3.0200005 
  1.7709999   2.3680000   3.0979996 
  1.5440006   1.8470001   2.4829998 
  1.5579987   2.0479984   2.6729984 
  1.9319992   2.6049995   3.1999989 
  1.8589993   2.4129982   3.0239983 
  2.0450001   2.7340012   3.3509998 
  1.7449989   2.3249989   2.7409992 
  1.5570011   2.0710011   2.7950001 
  1.7900009   2.1660004   3.0209999 
  1.8099995   2.3199997   3.0620003 
  1.6750011   2.1910000   2.8040009 
  1.6660004   2.0890007   2.8460007 
  1.6429996   2.3209991   2.9039993 
  1.7199993   2.2639999   3.0189991 
  1.9079990   2.4259987   3.2019997 
  1.8299999   2.5699997   3.3350010 
  1.8859997   2.3929996   3.0930004 
  1.7520008   2.4850006   3.1130009 
  1.6730003   2.3939991   3.0300007 
  1.7729988   2.5139999   2.9939995 
  1.7639999   2.3230000   2.8929996 
  1.8199997   2.6690006   3.3059998 
  1.7229996   2.1550007   2.8990002 
  1.7800007   2.3139992   2.9710007 
  1.7639999   2.2409992   2.8829994 
  1.7970009   2.2560005   2.7160015 
  0.2859993   0.1350002   0.2059994 
  1.7500000   2.3479996   3.1110001 
  1.8449993   2.5780010   3.4190006 
