        c12         c13         c14 
  0.7150002   0.9750004   1.2709999 
  2.9090004   3.8739986   4.8249989 
  2.5410004   3.2770004   4.2509995 
  3.2110004   4.3980007   5.3380013 
  2.9379997   3.8889999   4.8360004 
  2.8069992   3.8509998   4.6949997 
  2.2690010   3.1000004   3.8790016 
  2.4979992   3.3820000   4.2490005 
  2.6000004   3.5440006   4.4570007 
  2.6910000   3.6220016   4.5200005 
  2.9319992   3.9399986   4.9249992 
  2.5489998   3.3860016   4.3430004 
  2.3829994   3.1879997   4.0159988 
  3.3910007   4.5650005   5.4440002 
  2.5229988   3.3710003   4.2519989 
  2.6129990   3.4650002   4.4300003 
  2.2919998   3.0830002   3.9630013 
  2.9500008   4.0060005   4.8789997 
  2.6009998   3.3739986   4.2599983 
  3.3670006   4.4850006   5.4600010 
  2.4429989   3.2740002   4.1590004 
  2.7760010   3.6940002   4.6000004 
  2.4440002   3.3000011   4.1420002 
  2.3610001   3.1420002   4.0119991 
  2.3409996   3.2229996   4.0750008 
  2.5559998   3.3950005   4.3139992 
  2.5710011   3.4629993   4.3910007 
  0.1520004   0.0550003   0.1359997 
  2.0459995   2.7170010   3.4650002 
  3.1459999   4.3320007   5.2350006 
  2.5329990   3.3659992   4.2560005 
  2.7169991   3.7220001   4.6380005 
  2.3129997   3.1859989   3.9939995 
  2.9430008   4.0380001   4.9449997 
  2.8269997   3.6799984   4.5730000 
  2.2509995   3.0509987   3.8789997 
  2.6070004   3.4270000   4.4779987 
  2.5389996   3.3880005   4.2789993 
  2.4239998   3.2030010   4.1210003 
  2.5090008   3.3160000   4.2020016 
  2.5350018   3.3340015   4.2210007 
  2.3439999   3.0450001   3.9169998 
  2.3230000   3.0760002   3.8299999 
  2.5999985   3.4659996   4.3059998 
  2.4599991   3.3589993   4.2140007 
  2.5760002   3.3590012   4.2390003 
  2.5629997   3.4470005   4.3260002 
  2.6399994   3.5979996   4.4320011 
  2.9090004   3.8959999   4.7679996 
  2.4750004   3.2560005   4.0949993 
  1.7859993   2.4169998   3.0869999 
  2.7360001   3.9300003   4.7379990 
  2.5150013   3.3240013   4.2609997 
  2.4549999   3.2959995   4.1619987 
  2.6749992   3.6310005   4.4949989 
  2.4790001   3.3969994   4.2369995 
  2.9010010   3.9700012   4.9120007 
  2.5689983   3.4149990   4.3429985 
  2.7410011   3.5670013   4.5600014 
  2.3010006   3.0660000   3.9490013 
  2.4300003   3.4770012   4.2430000 
  3.0260010   4.1330013   5.0590000 
  1.6739998   2.3179989   3.0300007 
  2.1940002   2.8219986   3.6779995 
  2.2589989   3.0079994   3.8489990 
  2.3999996   3.2089996   4.0109997 
  2.9609985   3.9480000   4.9149990 
  2.5839996   3.2600002   4.2719994 
  2.9200001   3.9270000   4.7830009 
  2.3260002   3.1770000   3.9440002 
  2.1250000   2.8940010   3.6980000 
  2.2660007   2.9950008   3.8420010 
  2.6080017   3.3220005   4.2410011 
  2.7700005   3.7929993   4.6870003 
  2.0799999   2.6800003   3.4839993 
  1.9899998   2.5200005   3.3690014 
  2.0779991   2.8090000   3.6210003 
  2.5809994   3.4569988   4.3499985 
  2.5890007   3.5530014   4.4110012 
  2.5569992   3.2999992   4.2159996 
  2.7199993   3.6129990   4.5119991 
  2.4440002   3.2660007   4.1180000 
  1.9809990   2.6369991   3.3740005 
  2.3910007   3.4780006   4.0680008 
  2.3780003   3.0909996   3.9639988 
  2.3180008   3.0550003   3.9210014 
  1.7339993   2.3419991   2.9230003 
  2.6840000   3.5880013   4.4969997 
  2.0559998   2.8400002   3.5579987 
  2.3020000   3.0799999   3.9759998 
  2.3109989   3.1630001   4.0789986 
  2.2549992   3.1369991   3.9229984 
  1.9640007   2.6890011   3.4390011 
  2.4379997   3.2559986   4.0679989 
  2.4300003   3.3320007   4.1860008 
  2.5769997   3.4680004   4.3269997 
  2.1479988   2.9119987   3.7639999 
  2.3909988   3.1469994   3.9899998 
  2.6139984   3.5359993   4.4879990 
  2.4969997   3.3430004   4.2539997 
  2.7119999   3.7320004   4.5710011 
  2.3770008   3.2700005   4.1219997 
  2.4810009   3.3180008   4.1429996 
  2.5189991   3.4619999   4.3069992 
  2.2480011   2.9880009   3.8110008 
  1.8219986   2.3769989   3.0389996 
  2.2070007   2.8439999   3.6660004 
  2.1240005   2.8920002   3.7240009 
  2.4580002   3.2980003   4.1800003 
  2.6930008   3.4790001   4.3840008 
  2.6669998   3.5909996   4.4319992 
  2.9570007   4.0030003   4.8750000 
  2.6679993   3.6940002   4.5909996 
  2.3840008   3.1879997   4.0009995 
  2.5550003   3.3719997   4.2129993 
  2.4549999   3.3209991   4.2109985 
  2.6100006   3.5839996   4.3829994 
  2.8690014   3.9099998   4.7609997 
  2.4689999   3.3619995   4.2000008 
  1.7299995   2.3719997   3.0370007 
  2.4989986   3.3359985   4.2759991 
  2.6880016   3.5360012   4.4530010 
  1.9720001   2.6000004   3.3230000 
  2.5830002   3.4869995   4.3599987 
  2.6000004   3.4729996   4.3599987 
  2.3710003   3.1090012   3.9710007 
  2.7439995   3.6649990   4.5790005 
  2.7059994   3.5869999   4.4829998 
  2.6530018   3.5270004   4.4480000 
  2.3579998   3.2560005   4.0820007 
  2.2789993   3.0470009   3.8659992 
  2.6790009   3.6000004   4.5100002 
  2.6230011   3.5340004   4.3859997 
  2.6040001   3.4829998   4.3880005 
  2.5040016   3.4710007   4.4010010 
  1.7840004   2.3449993   2.9650002 
  2.3589993   3.1709995   4.0300007 
  2.3280010   3.1710014   3.9600010 
  2.2509995   2.9669991   3.7369995 
  2.6719990   3.5489998   4.4899998 
  1.9260006   2.6119995   3.3379993 
  2.1900005   2.9759998   3.7670002 
  2.5120010   3.2620010   4.2240009 
  2.7169991   3.5909996   4.5139999 
  2.4419994   3.2389984   4.1689987 
  2.9370003   3.9659996   4.9640007 
  2.1250000   2.8359985   3.6269989 
  2.8250008   3.7700005   4.6980000 
  2.6679993   3.5450001   4.4829998 
  2.0989990   2.6739998   3.5410004 
  0.2619991   0.1999989   0.2519989 
  2.9599991   3.9629993   4.8959999 
  2.0219994   2.7019997   3.4239998 
  3.2810001   4.4139996   5.3999996 
  2.3059998   3.0820007   3.7810001 
  2.5249996   3.3799992   4.2389984 
  2.0239983   2.8160000   3.6159992 
  2.4969997   3.3239994   4.1630001 
  2.2889996   2.9820004   3.7830009 
  2.4759998   3.2549992   4.1879997 
  2.4210014   3.2570000   4.0750008 
  2.7349987   3.7880001   4.7259998 
  2.4530010   3.5660000   4.4179993 
  2.5900002   3.4309998   4.3279991 
  1.5710011   2.1810017   2.7520008 
  2.7189999   3.5200005   4.5430012 
  2.8110008   3.6510010   4.6389999 
  2.5030003   3.3730011   4.2100010 
  1.8409996   2.5229988   3.1599998 
  2.4400005   3.1610012   4.0300007 
  2.1549988   2.8779984   3.6809998 
  2.4489994   3.2889996   4.1549988 
  2.1250000   2.8659992   3.6779995 
  2.8020000   3.8379993   4.7549992 
  2.2240009   3.1490002   3.9830017 
  2.2560005   3.0410004   3.8780003 
  2.5389996   3.2999992   4.2469997 
  2.9640007   3.9419994   5.0310001 
  2.5450001   3.3479996   4.1919994 
  2.9370003   3.8640003   4.8430004 
  2.1760006   2.9130001   3.7040005 
  2.8899994   3.8109989   4.8400002 
  2.4470005   3.3059998   4.2180004 
  2.5880013   3.6030006   4.4510002 
  2.8169994   3.7189999   4.6790009 
  2.7239990   3.6949997   4.6320000 
  2.6739998   3.5159988   4.4480000 
  2.4139996   3.2199993   4.1000004 
  2.7719994   3.7469997   4.6099987 
  2.1709995   3.0629997   3.7660007 
  2.4349995   3.1929989   4.0590000 
  2.6490002   3.5230007   4.4389992 
  2.1110001   2.7670002   3.6779995 
  2.3999996   3.3010006   4.1780014 
  2.7469997   3.6130009   4.5190010 
  2.5349998   3.4229984   4.2959995 
  2.8150005   3.7670002   4.6959991 
  2.6259995   3.5569992   4.3979988 
  2.5380001   3.4850006   4.3420010 
  2.6310005   3.5610008   4.5020008 
  3.0160007   4.0260010   4.9470005 
  2.5230007   3.3700008   4.1970005 
  2.5760002   3.4140015   4.2880001 
  2.6700001   3.7510014   4.7070007 
  2.4500008   3.2240009   4.0730000 
  2.5349998   3.3530006   4.2539997 
  2.4850006   3.3540001   4.1970005 
  2.5129986   3.3699989   4.1940002 
  2.6280003   3.6240005   4.5000000 
  2.0760002   2.7770004   3.6079998 
  2.3090000   3.1310005   3.9519997 
  1.8680000   2.4570007   3.1350002 
  1.6989994   1.9949989   2.7509995 
  2.7139988   3.6329994   4.5459995 
  2.7000008   3.8310013   4.6110001 
  2.5650005   3.4570007   4.3050003 
  2.8680000   3.8369999   4.7430000 
  2.5250015   3.3889999   4.2460003 
  3.0220013   4.0630016   5.0500011 
  1.7820015   4.5690002   5.8560009 
  2.7880001   3.6679993   4.5970001 
  2.8509998   3.7810001   4.7140007 
  2.6070004   3.5240002   4.4190006 
  2.7119999   3.6309986   4.5059986 
  2.6439991   3.5020008   4.4209995 
  2.9260006   3.9090004   4.7859993 
  2.2770004   3.0710011   3.9370003 
  2.1479988   2.7319984   3.6180000 
  2.6620007   3.5049992   4.4029999 
  2.9239998   4.0139999   4.9089985 
  3.2189999   4.3649998   5.2980003 
  2.7689991   3.7299995   4.6309986 
  2.5370007   3.4720001   4.3230000 
  2.1039982   2.7489986   3.5739994 
  3.4120007   4.6790009   5.6019993 
  2.6040001   3.4179993   4.3230000 
  2.2390003   2.9590015   3.7880001 
  2.3579998   3.1739998   4.0640011 
  2.6620007   3.5220013   4.3970013 
  2.5509987   3.3929996   4.2299995 
  2.7760010   3.7800007   4.6690006 
  2.0119991   2.6749992   3.3799992 
  2.8069992   3.8039989   4.7099991 
  2.3810005   3.0809994   4.0349998 
  2.7009983   3.5429993   4.5029984 
  2.7200012   3.6240005   4.5480003 
  2.6350002   3.4829998   4.3260002 
  1.9599991   2.7269993   3.3850002 
  2.7040005   3.6490002   4.5640011 
  2.8090000   3.9189987   4.9329987 
  3.0970001   4.1649990   5.1560001 
  2.2629986   3.0240002   3.8379993 
  2.1899986   2.9399986   3.7950001 
  2.8750000   3.9190006   4.7819996 
  3.0109997   4.1129990   5.0259991 
  2.0739994   2.7390003   3.5389996 
  2.4319992   3.2740002   4.1240005 
  2.2350006   3.1459999   3.9769993 
  2.0050011   2.5830002   3.3940010 
  2.2870007   2.9290009   3.7760010 
  2.8379993   3.7450008   4.6660004 
  2.6520004   3.2609997   4.5039997 
  2.3680000   3.1710014   4.0040016 
  2.6660004   3.5949993   4.4650002 
  2.8950005   3.9250011   4.6610012 
  1.8750000   2.4650002   3.1630001 
  2.3299999   3.1620007   4.0060005 
  1.7609997   2.3080006   3.0790005 
  2.5219994   3.4609985   4.3739986 
  2.9939995   4.0680008   4.9969997 
  2.6139984   3.4319992   4.3359985 
  2.3780003   3.2940006   4.1560001 
  2.5629997   3.3179989   4.2439995 
  2.6050014   3.4100018   4.3620014 
  2.1450005   2.8640003   3.7000008 
  2.6980000   3.6789989   4.5590000 
  2.5990009   3.5190010   4.3920002 
  1.8509998   2.4659996   3.1639996 
  2.5849991   3.5399990   4.3820000 
  2.5860004   3.4470005   4.2919998 
  2.6110001   3.5070000   4.3789997 
  2.6650009   3.5730000   4.4960003 
  3.0199986   4.1089993   5.0419998 
  2.8430004   3.8550014   4.7550011 
  2.2989998   3.1410007   3.9300003 
  2.4100018   3.2639999   4.0650005 
  2.2910004   3.1000004   4.0259991 
  2.5679989   3.4640007   4.3150005 
  2.3199997   2.9989986   3.8659992 
  2.4729996   3.3209991   4.1519985 
  2.8770008   3.9740009   4.8460007 
  2.6730003   3.6040001   4.4879990 
  2.4319992   3.3109989   4.1609993 
  2.0629997   2.6970005   3.4790001 
  1.9860001   2.5919991   3.3789997 
  2.7520008   3.6630001   4.6230011 
  2.5429993   3.4099998   4.2779999 
  2.1310005   2.8509998   3.7089996 
  2.5499992   3.4399986   4.3499985 
  2.3669987   3.2119999   4.0060005 
  2.3870010   3.2030010   4.0780010 
  1.9139996   2.5849991   3.2869987 
  2.7379990   3.6089993   4.5219994 
  2.6100006   3.4110012   4.3509998 
  2.8120003   3.7550011   4.6830006 
  2.9619999   3.8699989   4.8939991 
  2.3630009   3.1360016   3.9500008 
  2.4599991   3.4909992   4.2829990 
  2.5639992   3.5620003   4.4529991 
  2.8859997   3.8940010   4.7539997 
  2.1020012   2.9470005   3.5530014 
  2.4570007   3.2750015   4.1599998 
  2.9139996   3.9729996   4.8499985 
  2.7070007   3.7430000   4.5430012 
  2.5999985   3.4439983   4.3279991 
  2.5019989   3.2929993   4.1760006 
  2.6460018   3.6220016   4.5170002 
  2.5410004   3.5279999   4.3729992 
  2.6789989   3.6429996   4.5219994 
  2.9580002   3.9640007   4.9230003 
  2.6870003   3.5860004   4.4260006 
  2.5270004   3.4629993   4.3490009 
  3.0609989   4.1490002   5.0609989 
  2.6609993   3.4930000   4.3869991 
  2.5520000   3.4960003   4.4729996 
  2.1149998   2.8900013   3.6680012 
  2.4350014   3.2020016   4.0629997 
  2.4230003   3.1259995   4.0669994 
  2.9750004   3.9799995   4.8670006 
  2.3020000   3.0459995   3.8799992 
  2.3610001   3.1649990   4.0229988 
  3.1840000   4.2250004   5.1590004 
  3.1610012   4.1400013   5.2100010 
  2.5120010   3.3500004   4.2259998 
  2.5240002   3.3339996   4.2189999 
  2.6940002   3.6830006   4.5359993 
  2.5570011   3.4589996   4.3730011 
  2.4809990   3.3120003   4.1569996 
  1.5539989   2.1779995   2.7150002 
  2.8080006   3.7550011   4.6350002 
  2.7060013   3.6330013   4.5230007 
  2.3299999   3.0919991   3.8990002 
  2.7549992   3.6089993   4.5869999 
  2.4669991   3.2829990   4.1649990 
  2.3850002   3.1660004   3.9510002 
  1.9930000   2.6250000   3.3190002 
  2.4930000   3.3029995   4.1200008 
  2.7559986   3.7149982   4.6229992 
  2.8309994   3.9069996   4.7930012 
  2.0959988   2.9039993   3.7629986 
  2.4430008   3.3310013   4.1520004 
  2.6660004   3.6060009   4.4969997 
  2.4720001   3.3129997   4.1429996 
  2.4689999   3.3739986   4.2399998 
  2.5469990   3.4359989   4.3239994 
  2.3589993   3.0439987   3.9239998 
  2.7829990   3.6280003   4.5419998 
  2.0690002   2.7940006   3.5869999 
  2.5750008   3.4389992   4.3489990 
  2.4779987   3.4229984   4.2570000 
  2.3450012   3.2950001   4.0950012 
  2.6180000   3.4470005   4.3410015 
  2.4650002   3.3759995   4.1760006 
  2.6159992   3.5599995   4.4650002 
  2.9590015   4.0660000   4.9860001 
  2.3570004   3.0730000   3.9309998 
  2.4270000   3.3239994   4.2059994 
  2.2820015   3.0990009   3.9300003 
  2.5769997   3.4629993   4.3390007 
  3.0419998   4.0979996   5.0879993 
  2.5719986   3.4819984   4.3739986 
  2.4440002   3.3490009   4.2080002 
  2.3600006   3.3299999   4.2030010 
  2.6549988   3.5839996   4.4160004 
  2.5289993   3.3359985   4.2219982 
  2.5109997   3.4519997   4.3970013 
  2.2720013   3.0440006   3.8790016 
  2.6040001   3.3400002   4.1910019 
  2.4309998   3.0469990   4.0129986 
  2.3740005   3.1989994   4.0399990 
  1.7340012   2.3590012   2.9099998 
  2.4989986   3.3139992   4.1910000 
  2.7520008   3.4880009   4.5370007 
  2.4399986   3.2579994   4.1279984 
  2.6040001   3.4699993   4.3750000 
  2.5750008   3.4630013   4.3269997 
  2.5900002   3.5540009   4.3710003 
  3.2720013   4.4090004   5.3420010 
  2.4260006   3.2409992   4.1280003 
  2.1750011   2.9130001   3.6820011 
  2.7399998   3.6349983   4.5649986 
  3.2819996   4.3540001   5.3139992 
  2.6750011   3.6180000   4.5160007 
  2.8390007   3.8190002   4.7670002 
  2.6240005   3.5170002   4.3799992 
  2.4300003   3.2959995   4.1709995 
  1.6720009   2.2090015   2.8100014 
  2.7090015   3.5540009   4.5050011 
  2.3680000   3.1060009   3.9010010 
  2.6429996   3.5690002   4.4849987 
  2.4489994   3.2719994   4.0949993 
  2.4709988   3.3029995   4.1459999 
  3.0340004   4.1230011   5.1160011 
  2.4249992   3.2639999   4.1639996 
  2.1160011   2.8040009   3.6270008 
  1.9469986   2.5749989   3.3519993 
  2.7240009   3.6310005   4.5660000 
  2.8759995   3.8309994   4.8010006 
  2.6609993   3.6389999   4.5509987 
  2.5310001   3.3729992   4.2199993 
  2.5179996   3.3610001   4.2560005 
  3.6490002   4.9200001   5.9500008 
  2.4960003   3.2460003   4.1800003 
  2.5160007   3.3160000   4.1970005 
  2.6110001   3.4969997   4.4019985 
  2.1119995   2.8390007   3.6499996 
  2.1710014   2.8750000   3.7119999 
  2.2290001   3.0629997   3.8710003 
  2.5040016   3.3610001   4.1780014 
  2.4279995   3.2919998   4.1709995 
  3.0450001   4.1310005   5.0900002 
  2.3589993   3.1140003   3.9259987 
  2.5960007   3.3649998   4.3530006 
  2.7280006   3.6819992   4.5510006 
  2.5669994   3.4659996   4.3309994 
  2.5559998   3.3589993   4.2689991 
  2.8439999   3.7910004   4.7720013 
  2.5879993   3.4289989   4.3699989 
  1.9209995   2.5789986   3.3099995 
  2.4469986   3.2709999   4.1369991 
  2.8059998   3.7099991   4.5709991 
  2.7299995   3.6719990   4.5789986 
  2.5520000   3.3610001   4.2870007 
  2.7540016   3.5940018   4.5000000 
  2.3820000   3.2989998   4.1149998 
  2.6940002   3.5529995   4.4549999 
  2.6750011   3.5290012   4.4500008 
  2.4820004   3.2630005   4.1160011 
  2.7649994   3.7379990   4.6520004 
  2.5459995   3.3160000   4.2880001 
  2.4180012   3.1650009   4.0650005 
  2.8430004   3.7259998   4.7209988 
  2.6399994   3.4739990   4.3299999 
  2.4120007   3.2989998   4.1370010 
  2.4489994   3.4130001   4.3059998 
  2.0450001   2.6610012   3.4169998 
  2.7049999   3.6350002   4.5830002 
  2.4930000   3.0739994   4.0839996 
  2.3990002   3.2609997   4.0909996 
  2.7480011   3.6639996   4.6259995 
  2.2629986   3.0889988   3.8699989 
  2.6960011   3.5920010   4.4780006 
  2.7469997   3.5919991   4.5799999 
  2.0200005   2.6730003   3.4169998 
  2.6840000   3.6089993   4.5529995 
  2.2969990   3.1119995   3.9069996 
  2.5799999   3.4739990   4.3419991 
  2.3789997   3.2229996   4.0139999 
  2.3400002   3.0230007   3.9389992 
  2.4290009   3.2670002   4.1510010 
  2.6780014   3.5890007   4.4620018 
  2.5090008   3.2280006   4.1289997 
  2.5289993   3.3899994   4.3179989 
  3.0240002   4.0949993   5.0730000 
  2.6690006   3.5010014   4.4070015 
  2.2380009   3.0389996   3.8870010 
  3.0000000   3.9980011   4.9890003 
  2.8209991   3.5919991   4.5529995 
  2.5259991   3.4169998   4.2390003 
  2.6749992   3.3909988   4.2679996 
  2.8380013   3.8270016   4.7329998 
  2.6400013   3.5780010   4.4330006 
  2.3570004   3.2150002   4.0369987 
  2.0400009   2.7130013   3.5080013 
  2.5569992   3.3230000   4.2600002 
  2.8490009   3.7760010   4.7480011 
  2.7180004   3.5960007   4.4990005 
  1.9240017   2.5830002   3.3230000 
  2.2959995   3.0100002   3.8430004 
  2.3640003   3.2110004   4.0459995 
  2.6529999   3.5929985   4.4249992 
  2.6340008   3.4430008   4.3200016 
  2.5440006   3.3880005   4.2100010 
  3.3969994   4.6770000   5.5819988 
  2.5819988   3.3979988   4.3149986 
  2.5130005   3.4110012   4.2810001 
  2.1469994   2.8439999   3.6999989 
  2.3400002   3.1569996   4.0279999 
  2.9439983   4.0019989   4.9709988 
  2.4120007   3.2090015   4.0680008 
  2.8039989   3.8179989   4.6929989 
  2.3990002   3.1719990   4.0520000 
  2.5290012   3.4120007   4.2420006 
  2.4500008   3.3080006   4.2140007 
  2.0720005   2.9170017   3.6570015 
  2.3850002   3.3330002   4.1679993 
  2.1560001   2.8009987   3.6250000 
  2.1630001   2.9169998   3.8299999 
  2.2080002   2.9790001   3.7169991 
  2.3040009   3.0750008   3.8970013 
  2.7630005   3.6459999   4.5600014 
  2.7670002   3.7089996   4.6449986 
  2.5230007   3.3110008   4.1639996 
  2.8970013   3.9010010   4.8129997 
  2.7040005   3.7240009   4.5730000 
  1.9949989   2.5879993   3.3160000 
  3.0529995   4.1449986   5.0279999 
  2.5049992   3.3680000   4.2080002 
  2.3519993   3.1320000   3.9300003 
  2.6459999   3.4619999   4.4379997 
  2.4909992   3.2390003   4.1599998 
  2.6899986   3.5590000   4.4489994 
  2.7299995   3.5819988   4.4839993 
  2.6409988   3.5849991   4.4720001 
  2.4099998   3.5469990   4.3319988 
  2.3470001   3.0909996   3.8939991 
  2.5569992   3.3759995   4.2379990 
  2.8379993   3.8020000   4.7439995 
  2.6499996   3.5510006   4.4659996 
  2.7309990   3.5620003   4.6770000 
  2.4589996   3.3369999   4.1429996 
  2.5470009   3.3250008   4.2159996 
  2.9629993   3.8209991   4.7269993 
  1.9839993   2.6140003   3.5049992 
  2.5510006   3.4060001   4.2140007 
  2.3020000   3.2080002   4.0020008 
  2.6459999   3.5180016   4.4070015 
  3.4580002   4.6140003   5.5790005 
  2.2119999   2.9470005   3.7910004 
  2.3869991   3.0559998   3.9710007 
  2.1840000   2.9829998   3.7670002 
  2.5520000   3.4130001   4.2929993 
  2.4870014   3.3170013   4.1720009 
  2.7220001   3.6000004   4.5240002 
  2.4570007   3.3090000   4.1540012 
  2.8990002   3.7819996   4.7339993 
  2.6420002   3.5550003   4.4179993 
  2.6389999   3.7069988   4.6029987 
  2.0529995   2.6980000   3.5650005 
  2.2320004   2.9689999   3.7770004 
  2.3990002   3.2560005   4.0739994 
  2.4860001   3.2760010   4.1060009 
  2.0590000   2.5779991   3.3919983 
  2.0849991   2.7280006   3.5889988 
  2.4580002   3.2629986   4.1569996 
  2.3470001   3.1879997   4.0319996 
  2.4169998   3.2600002   4.0390015 
  2.6529999   3.6040001   4.4960003 
  2.3500004   3.2210007   4.0360012 
  2.6350002   3.4889984   4.4099998 
  2.1389999   2.9659996   3.7549992 
  2.1510010   2.9710007   3.8140011 
  2.6459999   3.4750004   4.3999996 
  2.8610001   3.8610001   4.7810001 
  2.5470009   3.3650017   4.2540016 
  2.7789993   3.6859989   4.6089993 
  1.5879993   2.0289993   2.6490002 
  1.9930000   2.6270008   3.3220005 
  2.4769993   3.3239994   4.1919994 
  2.1159992   2.8319988   3.6040001 
  2.3560009   3.1690006   4.0060005 
  2.1970005   3.0720005   3.8540001 
  2.1770000   2.8969994   3.6739998 
  2.1760006   3.0349998   3.8730011 
  2.5240002   3.4160004   4.2520008 
  2.6359997   3.4519997   4.2999992 
  2.4489994   3.2570000   4.0359993 
  2.9049988   3.9279995   4.8649998 
  2.2379990   2.9860001   3.7719994 
  2.5990009   3.4670010   4.3910007 
  2.3330002   3.0629997   3.9109993 
  2.0740013   2.9309998   3.6840000 
  2.5330009   3.3899994   4.2430000 
  2.5830002   3.4589996   4.2870007 
  2.6019993   3.6019993   4.4990005 
  2.3479996   3.1329994   3.9500008 
  2.5230007   3.3170013   4.2080002 
  2.6399994   3.5579987   4.4919987 
  2.6259995   3.5869999   4.4799995 
  2.4779987   3.5209999   4.3759995 
  2.3420010   3.2390003   4.1030006 
  2.6850014   3.6000004   4.4510002 
  2.7789993   3.7250004   4.6299992 
  2.1919994   2.9300003   3.7250004 
  2.5889988   3.6089993   4.6199989 
  2.7989998   3.7000008   4.6170006 
  2.6639996   3.5639992   4.4529991 
  2.9609985   4.0289993   4.9809990 
  2.4360008   3.3069992   4.1770000 
  2.6980000   3.6609993   4.5419998 
  2.4540005   3.2609997   4.0779991 
  2.1529999   2.9609985   3.7670002 
  2.0499992   2.7559986   3.5099983 
  2.0790005   2.7959995   3.5550003 
  2.4200001   3.2249985   4.0970001 
  2.5720005   3.4039993   4.2649994 
  2.3460007   3.2320004   4.0550003 
  2.5679989   3.4289989   4.2600002 
  2.4120007   3.3400002   4.2679996 
  2.5590000   3.3349991   4.2789993 
  2.3629990   3.0100002   3.9190006 
  2.4579983   3.3249989   4.1309986 
  2.6060009   3.4659996   4.3740005 
  2.2370014   2.9810009   3.7790012 
  2.5820007   3.4920006   4.3620014 
  2.1350002   2.7919998   3.5260010 
  2.1790009   2.8479996   3.6250000 
  2.2399998   2.9750004   3.8099995 
  2.4820004   3.3929996   4.2659988 
  2.3649998   3.0790005   3.8999996 
  2.8239994   3.8479996   4.6849995 
  2.5909996   3.4179993   4.3279991 
  2.3449993   3.1900005   3.9880009 
  2.4939995   3.3330002   4.2530003 
  2.6049995   3.5160007   4.3829994 
  2.8419991   4.0440006   4.9879990 
  2.9530010   3.8250008   4.8509998 
  2.9390011   3.9360008   4.9360008 
  2.2490005   3.0179996   3.8929996 
  2.7419987   3.8129997   4.6529999 
  2.6200008   3.5340004   4.4160004 
  2.7690010   3.7570000   4.6760006 
  2.3929996   3.2800007   4.1520004 
  2.4640007   3.2469997   4.1420002 
  2.5690002   3.5000000   4.3880005 
  2.1710014   2.8960018   3.7120018 
  2.5090008   3.3789997   4.1910000 
  2.3430004   3.1520004   3.9969997 
  2.4330006   3.2639999   4.1870003 
  2.5989990   3.4759998   4.3449993 
  2.8140011   3.8280010   4.7049999 
  2.4769993   3.1899986   4.1229992 
  2.2670002   3.0380001   3.9650002 
  2.6669998   3.5190010   4.4300003 
  2.9619999   4.0009995   4.8419991 
  2.3980007   3.2150002   4.0880013 
  2.5520000   3.4239998   4.2910004 
  2.7229996   3.6929989   4.5799999 
  3.0009995   4.0359993   4.9960003 
  2.3589993   3.1699982   3.9629993 
  2.4629993   3.2989998   4.1689987 
  2.5499992   3.4230003   4.2849998 
  2.5379982   3.4299984   4.3599987 
  2.4500008   3.3060017   4.1009998 
  3.2280006   4.3250008   5.2290001 
  2.8420010   3.8060017   4.6990013 
  2.3320007   3.0910015   3.9120007 
  2.7989998   3.7199993   4.5620003 
  2.1479988   2.9769993   3.7759991 
  2.4400005   3.2229996   4.0410004 
  2.6599998   3.4969997   4.4099998 
  2.6490002   3.5860004   4.4829998 
  2.9130001   3.8779984   4.8329983 
  2.1259995   2.9039993   3.7570000 
  2.2309990   2.9769993   3.7810001 
  2.1730003   2.9370003   3.7020016 
  2.8239994   3.8319988   4.7109985 
  2.3069992   3.0309982   3.8160000 
  2.4969997   3.3330002   4.1879997 
  2.5610008   3.5279999   4.3619995 
  2.7280006   3.6370010   4.5540009 
  2.3349991   3.1269989   3.9669991 
  1.8929996   2.4599991   3.1469994 
  2.6549988   3.5539989   4.4249992 
  2.1429996   2.8559990   3.6639996 
  1.9939995   2.6409988   3.4349995 
  2.1900005   2.9619999   3.7380009 
  2.5340004   3.3129997   4.2250004 
  2.5580006   3.3689995   4.3029995 
  2.5349998   3.3620014   4.2040005 
  2.7420006   3.6579990   4.5639992 
  2.8449993   3.7129993   4.6590004 
  2.7280006   3.6190014   4.5240002 
  2.6879997   3.5340004   4.3920002 
  2.9750004   4.1350002   4.9639988 
  2.8740005   3.8800011   4.7810001 
  2.4580002   3.2550011   4.1350002 
  2.4949989   3.3099995   4.2169991 
  2.2000008   2.9250011   3.7820015 
  2.4480000   3.2010002   4.1219997 
  2.5529995   3.4890003   4.3349991 
  2.8850002   3.8190002   4.7759991 
  1.8379993   2.3369999   2.9829998 
  2.5520000   3.4099998   4.2800007 
  2.2369995   2.9419994   3.7659988 
  2.2399998   2.9469986   3.7579994 
  2.4370003   3.3310013   4.1970005 
  2.1250000   2.9909992   3.8859997 
  2.4780006   3.3390007   4.2000008 
  2.6020012   3.5020008   4.3920002 
  2.8489990   4.0059986   4.8619995 
  2.4890003   3.4019985   4.2220001 
  2.7149982   3.4699993   4.3769989 
  2.7639999   3.6949997   4.6440010 
  2.7550011   3.6399994   4.5120010 
  2.4429989   3.2279987   4.0579987 
  2.8939991   3.8839989   4.8339996 
  2.5839996   3.5489998   4.4020004 
  2.7150002   3.7100010   4.5389996 
